device_id,persona,home_lat,home_lon,dist_to_STR001_m,dist_to_STR002_m,dist_to_STR003_m,nearest_store_id,nearest_store_name,distance_to_nearest_store_m
24249df9-0aa8-4717-8a02-9e39a7c3130e,Resident,21.139415,79.06399,2035.2,2589.6,4402.3,STR001,Store A - Sitabuldi,2035.2
2598b624-6561-4a48-8b11-248c8dbab802,Commuter,21.139407,79.06401,2034.1,2588.4,4401.5,STR001,Store A - Sitabuldi,2034.1
25aaa0fc-a462-4f2d-b0c5-fc2c00c9d21e,Commuter,21.168719,79.105303,3349.2,2808.7,8970.2,STR002,Store B - Civil Lines,2808.7
25ba8c23-109b-4166-b4fe-168652a6bcdf,Resident,21.160024,79.072975,1331.6,1533.3,6808.7,STR001,Store A - Sitabuldi,1331.6
26277f82-fa91-4347-b9fa-c7583cc2dc3f,Resident,21.160002,79.072998,1328.3,1530.0,6806.8,STR001,Store A - Sitabuldi,1328.3
26c0a1a1-f778-49d4-9f35-5ddabd796233,Resident,21.16872,79.105303,3349.3,2808.7,8970.3,STR002,Store B - Civil Lines,2808.7
27119787-8d0d-415c-8d2b-8c1230627b6b,Shopper,21.160004,79.072987,1329.0,1531.0,6806.7,STR001,Store A - Sitabuldi,1329.0
28bb8f00-abca-45c6-a552-e391b9bd489a,Resident,21.15997,79.073002,1325.0,1527.6,6803.3,STR001,Store A - Sitabuldi,1325.0
29ae88c5-da3a-42c1-a074-49c1f418b3b8,Resident,21.168714,79.105309,3349.3,2808.8,8970.1,STR002,Store B - Civil Lines,2808.8
2a689e52-1170-47fa-8338-c0e807bd6058,Commuter,21.168711,79.10532,3350.0,2809.4,8970.4,STR002,Store B - Civil Lines,2809.4
2acfa9bf-1d6e-4ed4-b375-38bc64807f6a,Resident,21.139428,79.063983,2035.0,2589.4,4403.6,STR001,Store A - Sitabuldi,2035.0
2b9f5815-fb2c-4ed8-bb7e-a913d8946b72,Shopper,21.160011,79.072996,1329.2,1530.7,6807.7,STR001,Store A - Sitabuldi,1329.2
2bbd8e8f-7b37-44b5-9b2b-b0e4e3652f6a,Shopper,21.139378,79.064001,2036.7,2590.8,4398.2,STR001,Store A - Sitabuldi,2036.7
2bea1e93-5fb8-4d64-a7cc-6f6bd35220eb,Resident,21.1394,79.064011,2034.5,2588.7,4400.8,STR001,Store A - Sitabuldi,2034.5
2c7034f5-ae2e-4916-85ee-5d0df0494263,Shopper,21.160028,79.073016,1329.6,1530.1,6809.9,STR001,Store A - Sitabuldi,1329.6
2c7275ba-f73d-45e4-af02-933ac962c8e6,Resident,21.13941,79.064,2034.7,2589.0,4401.8,STR001,Store A - Sitabuldi,2034.7
2d69170f-0bd1-431f-b334-96fb0196088a,Resident,21.139407,79.064003,2034.7,2588.9,4401.5,STR001,Store A - Sitabuldi,2034.7
2db25674-53c4-45d8-9a62-a588fd9017ee,Resident,21.168717,79.105298,3348.6,2808.1,8969.8,STR002,Store B - Civil Lines,2808.1
2e2597a9-fcc8-4a96-b815-9cc45f836d52,Shopper,21.159982,79.072994,1326.6,1529.0,6804.5,STR001,Store A - Sitabuldi,1326.6
2e7ebc65-8642-4ebe-a600-f42f31c30198,Resident,21.139381,79.063983,2038.0,2592.3,4398.4,STR001,Store A - Sitabuldi,2038.0
2ee7c863-4f25-4c74-95ad-1c40ab42f345,Shopper,21.160015,79.073002,1329.2,1530.4,6808.2,STR001,Store A - Sitabuldi,1329.2
2f705ad7-1cf7-4667-8dbe-90875f183d5a,Shopper,21.168715,79.105294,3348.2,2807.7,8969.4,STR002,Store B - Civil Lines,2807.7
2f7b2843-5596-4471-b86b-6d6b7638ed83,Commuter,21.139379,79.063996,2037.0,2591.2,4398.4,STR001,Store A - Sitabuldi,2037.0
301b0dd0-e677-41a3-adad-b685bb4e6f2b,Shopper,21.168678,79.105319,3347.7,2807.0,8967.3,STR002,Store B - Civil Lines,2807.0
31474127-54da-466f-b5e2-79d81725f204,Shopper,21.139389,79.064003,2035.8,2590.0,4399.5,STR001,Store A - Sitabuldi,2035.8
31de359d-16b3-44d3-a522-b0a08261d471,Commuter,21.168694,79.105297,3347.0,2806.4,8967.5,STR002,Store B - Civil Lines,2806.4
3281c3c4-9111-41a1-8b71-a7bae328990e,Commuter,21.13943,79.064001,2033.3,2587.7,4404.0,STR001,Store A - Sitabuldi,2033.3
334607bb-26a0-4d46-b109-ce0d3c6fb145,Resident,21.139393,79.064021,2034.0,2588.2,4400.1,STR001,Store A - Sitabuldi,2034.0
335b98fc-75e7-477a-a363-49df9d1335c4,Commuter,21.168711,79.105294,3348.0,2807.4,8969.0,STR002,Store B - Civil Lines,2807.4
3550204d-5d36-463d-80b8-074a17ff250d,Shopper,21.168689,79.105301,3347.0,2806.3,8967.3,STR002,Store B - Civil Lines,2806.3
3569067f-3a1e-4eb2-a296-79a8891c0d73,Resident,21.168688,79.10529,3346.0,2805.4,8966.6,STR002,Store B - Civil Lines,2805.4
356dc008-ee69-4016-b9a4-a3edcb123d46,Resident,21.168705,79.105297,3347.8,2807.2,8968.6,STR002,Store B - Civil Lines,2807.2
35c7563c-1e8a-4c4b-9520-d49a70e3913d,Resident,21.16871,79.105293,3347.8,2807.2,8968.8,STR002,Store B - Civil Lines,2807.2
35d68c51-5210-41f7-8d9f-2cea98f6ba7c,Shopper,21.139383,79.064007,2035.8,2590.0,4398.9,STR001,Store A - Sitabuldi,2035.8
35fd6ca0-ecb2-4669-847f-5b16b0975d64,Shopper,21.159994,79.073016,1326.4,1527.9,6806.3,STR001,Store A - Sitabuldi,1326.4
364d2699-ec6b-43f1-9512-4d51358dd821,Commuter,21.168672,79.105296,3345.4,2804.7,8965.4,STR002,Store B - Civil Lines,2804.7
36e289e3-b5da-48d1-b7c7-9156657bccb1,Shopper,21.160014,79.072975,1330.6,1532.7,6807.6,STR001,Store A - Sitabuldi,1330.6
36e8a4e3-4908-4a3b-aa50-7858479c45b7,Resident,21.168698,79.105313,3348.6,2807.9,8968.8,STR002,Store B - Civil Lines,2807.9
373b3600-b15b-4e0c-8a75-acd7b294a458,Resident,21.168692,79.105334,3349.9,2809.1,8969.4,STR002,Store B - Civil Lines,2809.1
37ec589c-014d-40ea-83a3-9f99b7b90cb4,Resident,21.139407,79.064005,2034.5,2588.7,4401.5,STR001,Store A - Sitabuldi,2034.5
38ccd4ce-53b9-44e5-8815-f0da64e9d7a7,Shopper,21.160008,79.073009,1328.2,1529.4,6807.7,STR001,Store A - Sitabuldi,1328.2
39988866-9e21-4a70-96ff-1c40a6e5c816,Commuter,21.160003,79.073002,1328.1,1529.7,6807.0,STR001,Store A - Sitabuldi,1328.1
39f597d0-1009-48b2-8cc5-1c46aa07007d,Shopper,21.139402,79.06401,2034.3,2588.5,4401.1,STR001,Store A - Sitabuldi,2034.3
3b28683d-1f76-49ba-ad13-ce94c1d0d622,Commuter,21.139383,79.064006,2035.9,2590.1,4398.9,STR001,Store A - Sitabuldi,2035.9
3b32eada-efce-43c7-97d5-a27a33eafd9a,Resident,21.168711,79.105302,3348.6,2808.0,8969.4,STR002,Store B - Civil Lines,2808.0
3b504b7d-26d5-44ac-bbd3-d68cd2744721,Shopper,21.139389,79.064016,2034.7,2588.8,4399.6,STR001,Store A - Sitabuldi,2034.7
3c8ad5cc-f1a0-4ea3-a88a-7f8b5abbf0af,Shopper,21.139408,79.064009,2034.1,2588.4,4401.6,STR001,Store A - Sitabuldi,2034.1
3cd895b9-fd1d-4e8d-a0f9-69752d826bcc,Shopper,21.160004,79.073009,1327.8,1529.2,6807.2,STR001,Store A - Sitabuldi,1327.8
3ce43fae-11f6-4e88-8c92-49f94d341c3e,Commuter,21.160021,79.072989,1330.5,1531.9,6808.6,STR001,Store A - Sitabuldi,1330.5
3cf9be7f-096b-4c1a-9f09-686086f922ab,Commuter,21.168682,79.105269,3343.9,2803.3,8964.9,STR002,Store B - Civil Lines,2803.3
3d2f8558-0a18-4e0a-8014-bdf0fc27deb5,Resident,21.160003,79.073008,1327.7,1529.1,6807.1,STR001,Store A - Sitabuldi,1327.7
3f922b7a-144a-4f36-8a36-70963cf8addc,Resident,21.168708,79.105299,3348.1,2807.6,8969.0,STR002,Store B - Civil Lines,2807.6
3fc94457-c80b-48b5-8b88-181e689bb355,Resident,21.168688,79.105309,3347.6,2806.9,8967.6,STR002,Store B - Civil Lines,2806.9
3ff126ed-1dd7-4792-b70e-30536bd2c665,Commuter,21.139403,79.064001,2035.1,2589.3,4401.0,STR001,Store A - Sitabuldi,2035.1
4003e093-de67-4c60-bbdd-641a62c44b4c,Commuter,21.159986,79.073007,1326.2,1528.2,6805.3,STR001,Store A - Sitabuldi,1326.2
40d26b40-2af9-4f8f-a464-7ff5a5f86702,Shopper,21.139375,79.064014,2035.8,2589.9,4398.1,STR001,Store A - Sitabuldi,2035.8
40fef8dd-87e3-4ed0-8268-82fb7a4b3305,Shopper,21.139395,79.064021,2033.9,2588.1,4400.3,STR001,Store A - Sitabuldi,2033.9
414a3c0b-9cd5-48aa-8680-cb828a0dcfbd,Shopper,21.139395,79.06397,2038.3,2592.6,4399.8,STR001,Store A - Sitabuldi,2038.3
41ab488c-18f9-4885-a6d8-be6d65499b2e,Commuter,21.139407,79.063999,2035.0,2589.3,4401.4,STR001,Store A - Sitabuldi,2035.0
42428763-ad99-4315-b208-b273700542e7,Shopper,21.168693,79.105315,3348.4,2807.7,8968.4,STR002,Store B - Civil Lines,2807.7
42bf2019-2a5e-4b4f-afa3-2a49faab5758,Resident,21.139428,79.063979,2035.3,2589.8,4403.6,STR001,Store A - Sitabuldi,2035.3
431666c2-6876-4670-b13f-7769c1d428ac,Resident,21.139386,79.063983,2037.6,2591.9,4399.0,STR001,Store A - Sitabuldi,2037.6
432f9355-86bd-4467-8b3f-5951fecbe726,Shopper,21.168714,79.105265,3345.8,2805.4,8967.7,STR002,Store B - Civil Lines,2805.4
433006ed-b7dc-48f8-99c1-af31e06ba925,Resident,21.139384,79.063983,2037.9,2592.1,4398.7,STR001,Store A - Sitabuldi,2037.9
4345242e-a89e-47fa-941b-075fc409eea0,Commuter,21.168697,79.105303,3347.6,2807.0,8968.1,STR002,Store B - Civil Lines,2807.0
4530910a-28a5-4572-b588-d523eaf1595d,Shopper,21.139402,79.064012,2034.3,2588.5,4401.0,STR001,Store A - Sitabuldi,2034.3
45335fa6-7528-4baf-ba94-7a35b43d028b,Commuter,21.139383,79.063988,2037.5,2591.7,4398.7,STR001,Store A - Sitabuldi,2037.5
458aad01-550f-4d21-9c5c-e3dcb801a5c0,Commuter,21.168705,79.105282,3346.6,2806.0,8967.8,STR002,Store B - Civil Lines,2806.0
459321ae-b2bd-4b3c-bd63-782f4e3754b4,Resident,21.168666,79.105329,3347.7,2806.8,8966.6,STR002,Store B - Civil Lines,2806.8
4598dd02-7467-4532-a89c-8c6188b0d9af,Commuter,21.13939,79.063981,2037.6,2591.9,4399.4,STR001,Store A - Sitabuldi,2037.6
46311c94-085b-4ef1-8a3e-a3b17b24e16f,Shopper,21.159993,79.072993,1327.6,1529.8,6805.6,STR001,Store A - Sitabuldi,1327.6
463f6337-b855-44a7-bb7e-d93a6f6fff5d,Shopper,21.160019,79.073009,1329.2,1530.2,6808.8,STR001,Store A - Sitabuldi,1329.2
4673ac98-f56b-4976-9c63-4cff365b308b,Shopper,21.168674,79.105289,3345.0,2804.3,8965.2,STR002,Store B - Civil Lines,2804.3
472e1baf-92b1-4aba-9931-111a430e2a7d,Shopper,21.160012,79.072976,1330.4,1532.4,6807.4,STR001,Store A - Sitabuldi,1330.4
472e2e89-da6e-4741-b5fa-ac3fc874f560,Resident,21.168711,79.105303,3348.7,2808.1,8969.5,STR002,Store B - Civil Lines,2808.1
47751832-f69b-4756-890c-ae7dc27ada22,Resident,21.168707,79.105315,3349.3,2808.7,8969.8,STR002,Store B - Civil Lines,2808.7
479f9767-0c70-4949-9d2c-ed554a906360,Commuter,21.160006,79.07299,1329.0,1530.8,6807.0,STR001,Store A - Sitabuldi,1329.0
492f42db-c796-4ca5-b806-48aba18e3a5b,Commuter,21.139378,79.064004,2036.4,2590.6,4398.3,STR001,Store A - Sitabuldi,2036.4
4984722e-4d3a-4bf5-9ff8-2775d77640a3,Commuter,21.160021,79.072994,1330.2,1531.5,6808.7,STR001,Store A - Sitabuldi,1330.2
49dd6ac3-f6cf-4ecc-8820-818414678298,Shopper,21.139407,79.063983,2036.4,2590.7,4401.3,STR001,Store A - Sitabuldi,2036.4
4a454e08-4ebc-4c22-af5a-00e625680691,Commuter,21.139385,79.06397,2038.8,2593.1,4398.7,STR001,Store A - Sitabuldi,2038.8
4a617f37-f19a-4e88-9589-b7f1c66da989,Resident,21.168706,79.105299,3348.0,2807.5,8968.8,STR002,Store B - Civil Lines,2807.5
4c7b5791-80f8-4926-9cd7-946fb08d65f5,Commuter,21.139382,79.063997,2036.7,2590.9,4398.7,STR001,Store A - Sitabuldi,2036.7
4c8a9147-ceb0-4c47-aa9c-97d3b1cc527c,Resident,21.1394,79.063998,2035.5,2589.8,4400.7,STR001,Store A - Sitabuldi,2035.5
4c980b74-e698-432d-b42b-f9f4d2ff6f35,Commuter,21.168674,79.10529,3345.0,2804.4,8965.3,STR002,Store B - Civil Lines,2804.4
4cc0d818-e3dd-448b-9f62-ff9d3dbcbb36,Resident,21.159999,79.072996,1328.1,1530.0,6806.4,STR001,Store A - Sitabuldi,1328.1
4cd7ef90-6629-4518-9f1d-4b32c21f1fde,Commuter,21.168688,79.105302,3347.0,2806.3,8967.3,STR002,Store B - Civil Lines,2806.3
4ce2829b-eb43-4745-85b8-af6ce5caf717,Shopper,21.160012,79.072985,1329.9,1531.7,6807.6,STR001,Store A - Sitabuldi,1329.9
4d90c680-214c-49ae-8878-85052ae5b549,Commuter,21.139403,79.063987,2036.2,2590.5,4400.9,STR001,Store A - Sitabuldi,2036.2
4dcf1db0-efd0-4827-b6b8-97e60071173f,Resident,21.139409,79.063986,2036.0,2590.3,4401.5,STR001,Store A - Sitabuldi,2036.0
4ed4b2f9-ca98-4057-8cca-242a2c9a8c9a,Resident,21.160004,79.072983,1329.3,1531.4,6806.7,STR001,Store A - Sitabuldi,1329.3
4ee86eca-400a-4828-884f-0fb7c02628cb,Commuter,21.139408,79.064013,2033.7,2588.0,4401.7,STR001,Store A - Sitabuldi,2033.7
4f7dd40d-e6c8-4ae7-ae6e-c7c800ae8fda,Resident,21.139405,79.064008,2034.4,2588.6,4401.3,STR001,Store A - Sitabuldi,2034.4
4fbe6e0b-5790-4ca6-90e3-275ee42ce064,Commuter,21.159991,79.072987,1327.8,1530.2,6805.3,STR001,Store A - Sitabuldi,1327.8
4ff74d33-18b2-40d0-9449-bd589943090d,Shopper,21.168699,79.105303,3347.8,2807.2,8968.3,STR002,Store B - Civil Lines,2807.2
4fff4f76-2ab7-400c-a658-9fbe06b46a6c,Commuter,21.168712,79.105316,3349.7,2809.1,8970.2,STR002,Store B - Civil Lines,2809.1
500b98db-7016-485b-a818-950d5b83bdc7,Commuter,21.139396,79.063978,2037.5,2591.8,4400.0,STR001,Store A - Sitabuldi,2037.5
50e4a6b5-f110-4294-84bc-4361a94514d9,Resident,21.16871,79.105311,3349.3,2808.7,8969.9,STR002,Store B - Civil Lines,2808.7
511007c1-08f7-4a54-ad5c-bab78aae133c,Commuter,21.16868,79.105319,3347.8,2807.1,8967.4,STR002,Store B - Civil Lines,2807.1
512b8371-db25-4f37-a551-4630ba0463c1,Commuter,21.168688,79.105293,3346.3,2805.7,8966.8,STR002,Store B - Civil Lines,2805.7
5139e05f-8539-4c6b-b62e-ce304757a40f,Shopper,21.16,79.072997,1328.1,1529.9,6806.6,STR001,Store A - Sitabuldi,1328.1
513a039e-41c4-4c8a-871d-bcb2c49d64da,Shopper,21.1687,79.105315,3348.9,2808.3,8969.1,STR002,Store B - Civil Lines,2808.3
5198307b-cbad-46db-993e-f044bbe82606,Commuter,21.168688,79.105277,3345.0,2804.4,8965.9,STR002,Store B - Civil Lines,2804.4
51c878c6-7805-4e83-a942-2ac9a5629454,Shopper,21.1394,79.064006,2034.8,2589.1,4400.7,STR001,Store A - Sitabuldi,2034.8
524eb7d7-0c24-4e17-b2f7-320966613205,Shopper,21.159995,79.073011,1326.8,1528.4,6806.2,STR001,Store A - Sitabuldi,1326.8
52595ce1-43cb-4a2d-80a3-f0a365895ca5,Shopper,21.139377,79.063999,2036.9,2591.1,4398.1,STR001,Store A - Sitabuldi,2036.9
52be3f41-1757-46fc-9cfe-40a6b71c9e15,Shopper,21.168686,79.105289,3345.8,2805.2,8966.4,STR002,Store B - Civil Lines,2805.2
52c372a6-bbd5-40d6-8065-6e6e6a4a3880,Shopper,21.168701,79.105289,3346.9,2806.3,8967.8,STR002,Store B - Civil Lines,2806.3
52d61ee2-0999-454b-b15d-1228ddee11dd,Resident,21.168695,79.105274,3345.1,2804.6,8966.3,STR002,Store B - Civil Lines,2804.6
52da60f8-10b4-409f-bed3-f01923f78111,Commuter,21.139388,79.064027,2033.8,2588.0,4399.6,STR001,Store A - Sitabuldi,2033.8
52faad04-c644-41d3-8edb-16a402828f3e,Shopper,21.159994,79.072971,1329.0,1531.7,6805.3,STR001,Store A - Sitabuldi,1329.0
5362784c-6cdd-4519-aea7-b3ed73294c2f,Shopper,21.159996,79.072978,1328.8,1531.3,6805.7,STR001,Store A - Sitabuldi,1328.8
537924a4-972e-4ac9-a77f-e1d5f9db1ba6,Commuter,21.168707,79.105294,3347.6,2807.1,8968.6,STR002,Store B - Civil Lines,2807.1
54f55f8b-6881-45e9-8a04-0a33b2d0df28,Shopper,21.139411,79.063992,2035.3,2589.6,4401.8,STR001,Store A - Sitabuldi,2035.3
551b57b0-6616-48fa-80b0-ba71919a8998,Shopper,21.139374,79.063977,2039.0,2593.2,4397.6,STR001,Store A - Sitabuldi,2039.0
554df371-3a0f-4edd-a1eb-7e4a79b36cbc,Commuter,21.159998,79.072985,1328.6,1530.8,6806.0,STR001,Store A - Sitabuldi,1328.6
55e72f14-a6a8-4414-aa26-b524114c5258,Shopper,21.159975,79.07301,1325.1,1527.2,6804.1,STR001,Store A - Sitabuldi,1325.1
